#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
8	19811679	19811733	8:19811679-19811733_High_triglycerides	29642	0.0004723	2	2	0	0.54288	0.35611	0.59671	0.37024	High_triglycerides	high_tg	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2599	0.0076953	57	10	7	0.644	4.3579	9.4294	0.46216	MonogenicDM_all	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	14118	0.00077915	13	7	6	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0015021	19	14	14	0.9212	-1.1639	11.765	-0.098926	MODY_Extended	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	7292	0.00095996	13	4	2	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	EUR_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	4997	0.00020012	2	1	1	0.29585	-0.56586	0.54124	-1.0455	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
18	58038746	58039478	18:58038746-58039478_Obesity	18535	0.00059347	9	6	4	0.017111	0.11562	0.048485	2.3845	Obesity	bmi_ln	40	control_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00032942	8	3	3	NA	NA	NA	NA	Lipodystrophy	high_tg	40	EUR_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	21838	0.00073267	13	10	8	0.0015796	1.628	0.52115	9.9834	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
16	56996010	57015557	16:56996010-57015557_High_HDL	21728	0.00059831	15	10	8	0.0011021	12.624	3.8682	3.2635	High_HDL	hdl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	14551	0.0087966	46	30	12	0.063215	0.6004	0.30222	3.451	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0018895	53	8	6	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	covart2d	pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	21837	0.00045794	2	2	0	0.12198	0.25548	0.16519	1.5466	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	11266	0.0082549	73	23	12	NA	NA	NA	NA	MODY_Extended	t2d	40	EUR_only		non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.11551	63	37	14	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.010272	46	35	13	2.76E-09	17.792	2.9914	5.948	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9771	0.00020469	3	2	2	0.35283	23.538	25.333	0.92915	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.010118	73	27	17	0.41855	3.9985	4.9426	0.80898	MODY_Extended	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	NA	NA	19	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.00085837	9	4	3	0.74245	-5.1581	15.696	-0.32862	Low_LDL	ldl_mgdl_adj	40	case_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2858	0.012946	65	10	5	0.61323	2.9466	5.8289	0.50552	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	4154	0.0043332	52	10	6	0.12138	13.523	8.7281	1.5493	MODY	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0015021	19	14	14	0.9212	-1.1639	11.765	-0.098926	MODY_Extended	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	pathogenic
18	58038687	58039422	18:58038687-58039422_Obesity	17633	0.0083366	5	3	0	0.053809	0.027052	0.014028	1.9285	Obesity	bmi_ln	40	case_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	19178	0.0017729	29	14	9	1.32E-15	-49.507	6.1891	-7.9992	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	18015	0.0096586	65	43	23	0.62974	-0.020032	0.041551	-0.4821	MODY	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	11075	0.009842	73	37	19	0.12202	1.9874	1.2851	1.5465	MODY_Extended	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2599	0.011928	65	12	7	0.44955	5.771	7.6306	0.75629	MODY	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9771	0.0017398	11	5	2	0.43272	8.2226	10.48	0.78459	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	3646	0.0016456	19	6	6	0.011322	14.622	5.7708	2.5339	MODY_Extended	hdl_mgdl	40	EUR_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.00085837	9	4	3	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6941	0.0025933	53	14	10	1.79E-09	49.97	8.2959	6.0235	High_LDL	ldl_mgdl	40	control_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4997	0.0012007	19	6	6	0.3069	-0.22052	0.2158	-1.0219	MODY_Extended	tg_mgdl_ln	40	EUR_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.14797	63	22	9	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0094477	46	15	9	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MODY	2969	0.0043786	52	8	5	0.060869	7.3972	3.9448	1.8752	MODY	hdl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6880	0.0015988	29	6	4	3.10E-05	-45.574	10.932	-4.1688	Low_LDL	ldl_mgdl	40	EUR_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0018895	53	8	6	3.19E-09	70.584	11.905	5.9291	High_LDL	ldl_mgdl_adj	40	EUR_only	covart2d_with_pre	pathogenic
16	56996009	57016150	16:56996009-57016150_High_HDL	15424	0.00025934	4	3	2	0.16407	1.4093	1.0681	1.9363	High_HDL	high_hdl	40	control_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	7292	0.00095996	13	4	2	0.00080414	0.64636	0.19278	3.3528	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3074	0.0019519	27	6	6	0.28683	-0.23065	0.21651	-1.0653	MonogenicDM_all	tg_mgdl_adj_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2161	0.01018	80	10	7	0.77867	2.2392	7.9661	0.28109	MonogenicDM_all	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	11919	0.010236	65	30	13	0.17511	5.4306	4.0047	1.3561	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3188	0.0065872	57	11	6	0.52264	1.863	2.9139	0.63935	MonogenicDM_all	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	2161	0.01018	65	10	7	0.77867	2.2392	7.9661	0.28109	MODY	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	8	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	4154	0.0043332	55	10	6	0.12138	13.523	8.7281	1.5493	MODY_Extended	ldl_mgdl	40	EUR_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9320	0.0015021	11	6	4	0.78058	-3.2782	11.768	-0.27857	Neonatal_Diabetes	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	14118	0.00077915	13	7	6	0.00022658	0.59707	0.16188	3.6883	High_triglycerides	tg_mgdl_ln	40	case_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	9858	0.0026375	53	20	15	8.60E-20	68.996	7.5613	9.1248	High_LDL	ldl_mgdl_adj	40	control_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	17339	0.0012688	27	20	19	0.33737	2.7088	2.8234	0.9594	MonogenicDM_all	hdl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14118	0.0011333	17	14	13	0.032218	-0.2877	0.13432	-2.1419	MODY	tg_mgdl_ln	40	case_only	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9320	0.0020386	18	10	7	0.49424	-5.6391	8.2491	-0.6836	Neonatal_Diabetes	ldl_mgdl	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	3987	0.012541	65	12	6	0.7022	1.963	5.1337	0.38238	MODY	ldl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
16	56996009	57016150	16:56996009-57016150_High_HDL	10653	0.00037548	4	3	2	3.15E-07	36.412	7.1153	5.1175	High_HDL	hdl_mgdl	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	9320	0.0059013	52	23	12	0.019758	11.332	4.8607	2.3313	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	9107	0.22027	5	3	0	3.52E-06	-0.055705	0.012003	-4.6408	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	18415	0.0015748	11	11	5	0.59601	0.016665	0.031434	0.53016	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	14551	0.12858	63	44	13	0.030342	0.20555	0.092502	4.6898	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	9771	0.0017398	11	5	2	0.35614	8.0273	8.699	0.92278	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	14118	0.17255	5	4	0	1.15E-17	-0.09732	0.011358	-8.5686	High_triglycerides	tg_mgdl_adj_ln	40	case_only	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.00026281	3	2	2	0.28556	26.449	24.765	1.068	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	9771	0.0056289	55	22	11	0.014143	14.331	5.8397	2.4541	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14118	0.010625	80	50	30	0.64364	0.020458	0.044221	0.46262	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	11919	0.0002517	8	3	3	0.70125	-9.7066	25.301	-0.38364	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	14118	0.0011333	17	14	13	0.032218	-0.2877	0.13432	-2.1419	MODY	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	10605	0.00056577	13	5	4	NA	NA	NA	NA	High_triglycerides	high_tg	40	control_only	"covart2d,covarlipidmeds"	pathogenic
16	56996009	57016150	16:56996009-57016150_High_HDL	10653	0.00037548	4	3	2	NA	NA	NA	NA	High_HDL	high_hdl	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.11617	63	49	14	0.0015081	0.2743	0.08376	10.069	High_LDL	high_ldl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	18	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.001824	29	8	4	7.72E-08	-57.462	10.685	-5.3779	Low_LDL	ldl_mgdl_adj	40	case_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11233	0.0057865	57	29	13	0.91278	0.0073127	0.066763	0.10953	MonogenicDM_all	tg_mgdl_adj_ln	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	7610	0.0056505	57	21	13	0.031511	11.522	5.3569	2.151	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0016687	29	6	4	6.68E-05	-50.087	12.553	-3.9899	Low_LDL	ldl_mgdl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.0022339	18	9	7	0.9696	-0.32414	8.5064	-0.038106	Neonatal_Diabetes	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00032189	7	3	3	0.39969	-17.451	20.72	-0.84221	Lipodystrophy	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.0022339	18	9	7	0.95348	-0.60877	10.436	-0.058335	Neonatal_Diabetes	ldl_mgdl_adj	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	14551	0.0028177	53	16	8	1.22E-11	36.28	5.3483	6.7834	High_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0094477	46	15	9	0.052615	8.8892	4.5858	1.9384	High_LDL	ldl_mgdl	40	EUR_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	3646	0.0043884	55	11	8	0.10276	5.7754	3.5388	1.632	MODY_Extended	hdl_mgdl	40	EUR_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	8	2	2	NA	NA	NA	NA	Lipodystrophy	high_tg	40	case_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	14551	0.12858	63	44	13	0.16259	0.10615	0.075263	1.95	High_LDL	high_ldl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	8	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.001824	29	8	4	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	29642	0.00067472	13	13	11	0.0040375	1.339	0.47124	8.2669	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	9107	0.00087845	13	5	3	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	EUR_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00021249	2	2	1	0.67904	-0.12824	0.30992	-0.41379	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11075	0.010293	80	41	22	0.075536	2.2339	1.2569	1.7774	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	11233	0.00017805	3	2	2	0.45196	-0.2853	0.3793	-0.75217	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11919	0.0066281	57	29	14	0.061719	9.2509	4.951	1.8685	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	9107	0.00054903	2	1	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	14118	0.00042499	7	5	4	0.93749	0.017195	0.21923	0.078432	Lipodystrophy	tg_mgdl_ln	40	case_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	9771	0.00020469	7	2	2	0.72369	10.788	30.514	0.35355	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3074	0.0045543	57	9	6	0.99991	-1.67E-05	0.14176	-0.00011763	MonogenicDM_all	tg_mgdl_adj_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	29641	0.00047232	7	7	5	0.35905	-0.12827	0.13986	-0.9172	Lipodystrophy	tg_mgdl_ln	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	18415	0.00016291	2	2	1	0.47066	-0.070388	0.097568	-0.72143	Lipodystrophy	bmi_ln	40	case_only	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	15524	0.00051533	7	2	1	0.78767	-0.24065	0.97636	0.072546	Lipodystrophy	high_tg	40	control_only	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7610	0.0022339	18	9	7	0.95348	-0.60877	10.436	-0.058335	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	NA	NA	19	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.0030223	53	8	2	NA	NA	NA	NA	High_LDL	high_ldl	40	case_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2161	0.001851	11	2	1	0.022636	41.802	18.324	2.2812	Neonatal_Diabetes	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0061159	55	25	14	0.039302	9.8429	4.7751	2.0613	MODY_Extended	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	all_vus
8	19811679	19811733	8:19811679-19811733_High_triglycerides	21838	0.00045792	2	2	0	0.47203	0.48393	0.69381	0.51722	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	NA	NA	19	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.0018729	29	7	5	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	control_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11266	0.0031955	57	20	12	NA	NA	NA	NA	MonogenicDM_all	t2d_with_pre	40	EUR_only		all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	8	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00041141	7	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	11233	0.00035609	2	2	1	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.0018729	29	7	5	NA	NA	NA	NA	Low_LDL	low_ldl	40	control_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	4099	0.0021957	11	4	1	0.11585	0.082963	0.05275	1.5728	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	2	1	0	0.31269	-0.38285	0.37919	-1.0096	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00032942	8	3	3	0.10421	0.48587	0.29901	1.625	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.0018895	53	8	6	1.05E-05	44.812	10.16	4.4107	High_LDL	ldl_mgdl	40	EUR_only	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	11266	0.0081662	65	22	11	NA	NA	NA	NA	MODY	t2d_with_pre	40	EUR_only		non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	38595	0.00020728	8	8	8	0.53693	0.4301	0.74413	0.38125	Lipodystrophy	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	4288	0.0013993	27	6	6	0.37354	-0.18906	0.21243	-0.88996	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	11233	0.00089023	13	7	6	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00017805	8	2	2	0.0095013	0.98393	0.37932	2.5939	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	5961	0.00016776	2	1	1	0.25	0.19008	0.16522	1.1505	Lipodystrophy	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	7610	0.010118	73	27	17	0.41855	3.9985	4.9426	0.80898	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	NA	NA	17	0	0	NA	NA	NA	NA	MODY	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	pathogenic
16	56996010	57015557	16:56996010-57015557_High_HDL	21728	0.00059831	15	10	8	0.00065272	13.165	3.8615	3.4092	High_HDL	hdl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
8	19811679	19811733	8:19811679-19811733_High_triglycerides	21837	0.00045794	2	2	0	0.16367	0.23015	0.16524	1.3929	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	18015	0.00044407	7	7	6	0.42642	0.15282	0.19214	0.79535	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	3	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	3897	0.007185	55	13	6	0.050488	-0.18375	0.09392	-1.9564	MODY_Extended	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	2858	0.0045486	52	8	5	0.026319	21.587	9.7121	2.2226	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	11	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	38595	0.00082912	27	27	24	0.0022179	1.248	0.45702	9.3599	MonogenicDM_all	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	18015	0.00022204	8	4	4	0.018436	0.62924	0.26697	2.357	Lipodystrophy	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	pathogenic
