#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	14263	0.00021033	3	2	1	0.82798	1.6852	7.7552	0.2173	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	14263	0.00014022	1	1	0	0.035703	-19.952	9.4987	-2.1005	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	14263	0.00098156	16	9	5	0.17833	4.8345	3.5918	1.346	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	14263	0.0018229	28	13	8	0.10196	4.3147	2.6381	1.6356	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	14263	0.0016126	11	7	3	0.52041	1.8027	2.8047	0.64273	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	14263	0.00035056	5	2	1	0.70192	-2.2998	6.0089	-0.38273	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	14263	7.01E-05	4	1	1	0.17136	18.379	13.436	1.3679	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	14263	0.0046975	5	4	0	0.34878	1.5526	1.657	0.93699	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
8	19811679	19811733	8:19811679-19811733_LPL	8:19811679-19811733	LPL	29642	0.0004723	2	2	0	0.63471	0.27614	0.59408	0.22573	High_triglycerides	high_tg	40	All	covart2d	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	7610	0.00026281	3	2	2	0.16165	-34.651	24.756	-1.3997	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	7610	0.0010512	16	6	4	0.50624	8.2324	12.385	0.66473	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	7610	0.0010512	28	7	6	0.23465	14.722	12.386	1.1885	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0018397	11	6	4	0.85514	-1.7116	9.3748	-0.18258	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	7610	0.00052562	5	1	0	0.017884	41.473	17.51	2.3685	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	7610	0.00013141	4	1	1	0.01221	87.778	35.019	2.5066	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	7610	0.00026281	6	2	2	0.81768	5.7092	24.765	0.23054	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	7610	0.0052562	5	4	0	0.50342	-3.7439	5.595	-0.66916	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	7610	0.00013141	2	1	1	0.073472	-62.668	35.008	-1.7901	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	7610	0.0010512	14	6	4	0.50624	8.2324	12.385	0.66473	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	7610	0.00091984	23	6	5	0.14693	19.209	13.242	1.4506	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0015769	9	4	2	0.73457	3.434	10.128	0.33906	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	7610	0.00052562	4	1	0	0.017884	41.473	17.51	2.3685	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	7610	0.0013141	2	2	0	0.10348	18.096	11.113	1.6284	MODY_Extended	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
11	17417461	17417461	11:17417461-17417461_ABCC8	11:17417461-17417461	ABCC8	9771	0.00010234	1	1	1	0.23119	51.655	43.14	1.1974	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
11	2182066	2182066	11:2182066-2182066_INS	11:2182066-2182066	INS	9771	0.00010234	1	1	1	0.73332	14.712	43.179	0.34072	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
16	56996010	57015557	16:56996010-57015557_CETP	16:56996010-57015557	CETP	10653	0.00028161	15	3	3	0.20467	10.435	8.2269	1.2684	High_HDL	hdl_mgdl	40	control_only	"covart2d,covarlipidmeds"	pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	11233	0.00026707	3	2	1	0.72012	-0.11093	0.30961	-0.35831	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	11233	0.0016024	11	7	3	0.39899	0.10678	0.1266	0.84346	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	11233	8.90E-05	4	1	1	0.91263	0.058867	0.53652	0.10972	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	EUR_only	t2d_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	9	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	EUR_only	t2d_caseonly	all_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	11233	0.00044512	6	4	3	0.77879	-0.067375	0.23986	-0.2809	Lipodystrophy	tg_mgdl_ln	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	14118	0.17255	5	4	0	3.10E-17	-0.094756	0.011209	-8.4537	High_triglycerides	tg_mgdl_ln	40	case_only	covart2d	non_pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	9107	0.00010981	1	1	1	0.40273	-0.42925	0.51296	-0.8368	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d_with_pre	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d_with_pre	all_vus
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	7610	0.0010512	16	6	4	0.51427	9.9099	15.194	0.65224	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	7610	0.0010512	28	7	6	0.23532	18.035	15.196	1.1869	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0018397	11	6	4	0.99727	0.039374	11.501	0.0034235	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	7610	0.00052562	5	1	0	0.0066981	58.256	21.479	2.7122	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	7610	0.0052562	5	4	0	0.59276	-3.6714	6.8641	-0.53487	MODY	ldl_mgdl_adj	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	7610	0.00013141	2	1	1	0.073472	-62.668	35.008	-1.7901	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	7610	0.0010512	14	6	4	0.50624	8.2324	12.385	0.66473	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	7610	0.00091984	23	6	5	0.14693	19.209	13.242	1.4506	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	7610	0.0015769	9	4	2	0.73457	3.434	10.128	0.33906	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	7610	0.00052562	4	1	0	0.017884	41.473	17.51	2.3685	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	7610	0.00013141	1	1	1	0.36424	-31.767	35.01	-0.90737	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	7610	0.0013141	2	2	0	0.10348	18.096	11.113	1.6284	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	all_vus
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	6941	0.00014407	4	1	1	0.069497	4.6396	2.4536	3.2949	Low_LDL	low_ldl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
1	55512320	55527230	1:55512320-55527230_PCSK9	1:55512320-55527230	PCSK9	6941	0.00057629	5	2	1	0.78797	-0.5024	1.986	0.072335	Low_LDL	low_ldl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	9107	0.00010981	1	1	1	0.32501	-0.50081	0.50882	-0.98427	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	covart2d	all_vus
1	156105812	156106776	1:156105812-156106776_LMNA	1:156105812-156106776	LMNA	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
3	12421431	12475610	3:12421431-12475610_PPARG	3:12421431-12475610	PPARG	2858	0.0003499	6	1	1	0.6543	-19	42.427	-0.44784	Lipodystrophy	ldl_mgdl_adj	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	NA	NA	6	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	NA	NA	7	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	control_only	t2d_with_pre_caseonly	pathogenic
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	21838	0.18852	5	5	1	7.28E-14	-0.32035	0.043959	55.989	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	non_pathogenic
1	156107470	156107470	1:156107470-156107470_LMNA	1:156107470-156107470	LMNA	4997	0.00020012	1	1	1	0.29585	-0.56586	0.54124	-1.0455	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	all_vus
11	116661107	116662399	11:116661107-116662399_APOA5	11:116661107-116662399	APOA5	11233	0.00062316	8	4	3	9.11E-05	0.79309	0.2026	3.9146	High_triglycerides	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	pathogenic
8	19797040	19816892	8:19797040-19816892_LPL	8:19797040-19816892	LPL	11233	0.00026707	5	3	3	0.3729	0.27588	0.3096	0.89109	High_triglycerides	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	pathogenic
8	19811679	19811733	8:19811679-19811733_LPL	8:19811679-19811733	LPL	9107	0.00054903	2	1	0	0.0974	0.38885	0.23456	1.6578	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	covart2d_with_pre	all_vus
2	21230565	21230565	2:21230565-21230565_APOB	2:21230565-21230565	APOB	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	ldl_mgdl	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
19	11210913	11241961	19:11210913-11241961_LDLR	19:11210913-11241961	LDLR	6941	0.1409	55	28	10	0.089481	1.9757	1.1633	1.6984	High_LDL	ldl_mgdl	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
1	55505604	55524222	1:55505604-55524222_PCSK9	1:55505604-55524222	PCSK9	6941	0.0034577	7	4	1	0.67378	-3.0437	7.2299	-0.42098	High_LDL	ldl_mgdl	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
2	21228457	21258581	2:21228457-21258581_APOB	2:21228457-21258581	APOB	6592	0.0006068	20	4	4	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
1	55505582	55525196	1:55505582-55525196_PCSK9	1:55505582-55525196	PCSK9	6592	0.0010619	9	2	0	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	9771	0.00092109	16	7	5	0.97968	-0.36651	14.392	-0.025467	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	9771	0.0012281	28	8	5	0.63197	5.9725	12.47	0.47897	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	9771	0.0018422	11	6	3	0.39992	8.5758	10.188	0.84179	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	9771	0.00040937	5	1	0	0.017507	51.272	21.577	2.3763	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	9771	0.0054242	5	4	0	0.82553	1.3223	5.9985	0.22044	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	3	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
7	44185189	44197686	7:44185189-44197686_GCK	7:44185189-44197686	GCK	3897	0.00051322	16	2	2	0.98795	0.005341	0.35371	0.0151	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
12	121416474	121438954	12:121416474-121438954_HNF1A	12:121416474-121438954	HNF1A	3897	0.0023095	28	6	3	0.053321	-0.32292	0.16707	-1.9329	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	3897	0.0023095	11	4	1	0.30073	-0.1729	0.16705	-1.035	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
20	43042354	43057104	20:43042354-43057104_HNF4A	20:43042354-43057104	HNF4A	NA	NA	5	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
11	17408574	17408795	11:17408574-17408795_KCNJ11	11:17408574-17408795	KCNJ11	3897	0.00025661	4	1	1	0.10551	0.81036	0.50051	1.6191	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	3897	0.00051322	6	2	2	0.33134	0.34354	0.3536	0.97155	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
13	28494327	28498711	13:28494327-28498711_PDX1	13:28494327-28498711	PDX1	3897	0.0051322	5	3	0	0.61179	-0.057351	0.11299	-0.50756	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	9	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	NA	NA	9	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	17339	5.77E-05	2	1	1	0.63265	-6.3229	13.227	-0.47801	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
9	135947060	135947060	9:135947060-135947060_CEL	9:135947060-135947060	CEL	17339	0.00017302	1	1	0	0.061579	-14.274	7.6354	-1.8694	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
7	44185189	44193001	7:44185189-44193001_GCK	7:44185189-44193001	GCK	17339	0.00098045	14	10	6	0.37596	2.8424	3.2103	0.88539	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
12	121416600	121438954	12:121416600-121438954_HNF1A	12:121416600-121438954	HNF1A	17339	0.0020186	23	16	10	0.32618	2.1982	2.2388	0.98187	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	17339	0.0014995	9	6	1	0.5218	1.6636	2.597	0.64059	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
20	43042354	43052694	20:43042354-43052694_HNF4A	20:43042354-43052694	HNF4A	17339	0.00034604	4	3	2	0.87295	-0.86397	5.4028	-0.15991	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
13	28494327	28494372	13:28494327-28494372_PDX1	13:28494327-28494372	PDX1	17339	0.0016149	2	2	0	0.6829	1.0258	2.511	0.40852	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
11	17417462	17482160	11:17417462-17482160_ABCC8	11:17417462-17482160	ABCC8	18015	5.55E-05	2	1	1	0.23594	0.64395	0.54331	1.1852	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	all_vus
17	36070609	36104776	17:36070609-36104776_HNF1B	17:36070609-36104776	HNF1B	18015	0.0014432	9	6	1	0.39832	0.090104	0.10668	0.84464	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	all_vus
8	19811679	19811733	8:19811679-19811733_LPL	8:19811679-19811733	LPL	21837	0.00045794	2	2	0	0.12198	0.25548	0.16519	1.5466	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
11	116661107	116662399	11:116661107-116662399_APOA5	11:116661107-116662399	APOA5	7292	0.00068568	8	2	0	0.014072	0.55786	0.22714	2.456	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	"covart2d,covarlipidmeds"	pathogenic
8	19797040	19816892	8:19797040-19816892_LPL	8:19797040-19816892	LPL	7292	0.00027427	5	2	2	0.0067857	0.97266	0.35919	2.708	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	"covart2d,covarlipidmeds"	pathogenic
7	44187429	44192980	7:44187429-44192980_GCK	7:44187429-44192980	GCK	NA	NA	6	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
12	121426701	121435443	12:121426701-121435443_HNF1A	12:121426701-121435443	HNF1A	2858	0.00069979	7	2	2	0.85135	4.6332	24.723	0.18741	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
17	36093806	36093806	17:36093806-36093806_HNF1B	17:36093806-36093806	HNF1B	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
20	43052700	43052700	20:43052700-43052700_HNF4A	20:43052700-43052700	HNF4A	2858	0.0003499	1	1	1	0.7029	-13.332	34.951	-0.38145	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
13	28494574	28494677	13:28494574-28494677_PDX1	13:28494574-28494677	PDX1	2858	0.0003499	2	1	1	0.55981	20.398	34.976	0.58319	MODY	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	pathogenic
