#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.025921	65	16	10	0.63665	0.031055	0.065731	0.47245	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.98274	0.0056797	0.26261	0.00046783	High_LDL	high_ldl	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6447	0.02854	71	31	17	0.92466	0.090073	0.95247	0.094567	MonogenicDM_all	hdl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.51609	0.12823	0.19747	0.64939	Lipodystrophy	tg_mgdl_ln	40	All	covart2d	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.24681	0.1035	0.089363	1.1582	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	7148	0.02742	60	28	16	0.89098	-0.0017575	0.012822	-0.13707	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	3.19E-48	-52.634	3.6019	-14.613	Low_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2625	0.00038095	11	1	1	0.43072	-0.14384	0.18253	-0.78808	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6779	0.0089984	45	20	11	0.29612	-0.065094	0.062298	-1.0449	MODY	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	2469	0.025516	60	15	9	0.83467	0.013621	0.06525	0.20874	MODY	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.25733	0.1014	0.089517	1.1327	Lipodystrophy	tg_mgdl_ln	40	All	covart2d_with_pre	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6779	0.00044254	1	1	0	0.013882	0.70355	0.28589	2.4609	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.20141	0.073784	0.057183	1.6322	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	0.00010078	2.2578	0.66566	15.122	High_HDL	high_hdl	40	All	covart2d	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.37056	0.34524	0.37965	0.80179	Lipodystrophy	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.59475	0.10446	0.19637	0.53197	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.095466	0.61909	0.36711	2.7797	High_triglycerides	high_tg_adj	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	6779	0.0019177	14	11	9	0.0011122	-0.44893	0.13763	-3.2619	MODY	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6779	0.00073757	6	3	2	0.40816	0.18368	0.22205	0.82719	Lipodystrophy	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6447	0.0091515	46	20	11	0.8017	-0.41793	1.664	-0.25115	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0097245	47	11	7	0.30439	6.7823	6.6022	1.0273	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2342	0.026473	65	16	10	0.69548	0.62253	1.5902	0.39148	MODY_Extended	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.29702	-2.2815	2.1877	-1.0429	High_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6447	0.027765	65	28	15	0.91635	0.10132	0.96461	0.10503	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.96E-16	0.53847	0.06544	8.2285	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.14089	3.3631	2.0603	2.1682	Low_LDL	low_ldl	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0097205	47	11	7	0.7296	-0.037207	0.10763	-0.3457	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0097245	47	11	7	0.27329	9.2399	8.4323	1.0958	MonogenicDM_all	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.59333	0.02424	0.04526	0.28517	High_LDL	high_ldl_adj	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6777	0.00044267	11	1	0	0.5152	14.477	22.246	0.65079	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.027593	65	28	15	0.40009	-1.948	2.3148	-0.84151	MODY_Extended	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.37499	0.034188	128.72	High_triglycerides	high_tg	40	All	covart2d_with_pre	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6779	0.00073757	6	3	2	0.46087	0.16339	0.22157	0.73745	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	4.30E-09	20.75	3.5327	5.8738	High_LDL	ldl_mgdl	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.3147	0.85706	0.8727	1.0108	Lipodystrophy	high_tg_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6447	0.0091515	46	20	11	0.88122	-0.24446	1.636	-0.14942	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	6.89E-52	-56.429	3.7172	-15.18	Low_LDL	ldl_mgdl_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.028323	71	31	17	0.34776	0.03326	0.03542	0.93902	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.019079	-57.377	24.477	-2.3441	Low_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	0.18019	2.7573	1.414	1.796	Low_LDL	low_ldl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.33584	-0.41656	0.43283	-0.96242	High_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.0036452	14	7	5	0.0042941	-0.49902	0.17458	-2.8584	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2468	0.00040519	11	1	1	0.8603	7.3235	41.608	0.17601	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.32155	-2.1819	2.2011	-0.9913	High_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2468	0.00081037	1	1	0	0.051413	44.287	22.724	1.949	Lipodystrophy	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.37189	0.032768	137.02	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	non_pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.31748	0.55204	0.54879	0.99929	Obesity	Obese	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	2.45E-13	4.8513	0.44836	53.609	Low_LDL	low_ldl	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.025921	65	16	10	0.73761	0.021704	0.064779	0.33505	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.0094409	47	21	11	0.57337	-0.034224	0.060775	-0.56312	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	1.10E-54	-0.091621	0.0058733	-15.599	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	0.00091151	1.5558	0.51444	10.999	High_HDL	high_hdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.26487	0.42473	0.37287	1.2431	Lipodystrophy	high_tg	40	All	covart2d_with_pre	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.35207	0.071217	0.076528	0.9306	Lipodystrophy	tg_mgdl_ln	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	38566	0.0087123	45	45	21	0.98695	-0.0035919	0.21994	0.00026737	MODY	t2d	40	All		all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.21504	-0.5708	0.46038	-1.2398	High_LDL	ldl_mgdl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.028331	71	31	17	0.32268	-2.5735	2.602	-0.98903	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6447	0.0096169	47	21	11	0.70534	-0.61476	1.6258	-0.37813	MonogenicDM_all	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6779	0.00073757	6	3	2	0.46087	0.16339	0.22157	0.73745	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	1.64E-44	54.245	3.8705	14.015	High_LDL	ldl_mgdl_adj	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6777	0.00044267	11	1	0	0.43405	-16.421	20.99	-0.78233	Neonatal_Diabetes	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6447	0.00077555	6	3	2	0.85116	1.0773	5.7413	0.18764	Lipodystrophy	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6777	0.00044267	1	1	0	0.36324	19.103	21.009	0.90926	Lipodystrophy	ldl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	0.20936	2.5852	1.6091	1.5758	Low_LDL	low_ldl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	0.00012709	2.2187	0.66233	14.684	High_HDL	high_hdl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.2921	0.92259	0.88944	1.1099	Lipodystrophy	high_tg	40	All	covart2d_with_pre	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6777	0.00044267	1	1	0	0.1	30.374	18.463	1.6451	Lipodystrophy	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0097245	47	11	7	0.55537	4.2309	7.1734	0.58981	MonogenicDM_all	ldl_mgdl	40	All	t2d_caseonly	all_vus
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	2.27E-12	16.83	2.3976	7.0195	High_HDL	hdl_mgdl	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0097205	47	11	7	0.70668	-0.040501	0.10761	-0.37637	MonogenicDM_all	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.009001	46	20	11	0.81081	-0.9608	4.0136	-0.23939	MODY_Extended	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2469	0.0012151	6	2	1	0.025065	0.6871	0.3065	2.2418	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6777	0.00073779	6	3	2	0.98752	0.25461	16.276	0.015643	Lipodystrophy	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6777	0.027151	60	27	15	0.4887	-1.9287	2.7854	-0.69241	MODY	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	7148	0.0006995	6	3	2	0.50303	-0.054275	0.081036	-0.66976	Lipodystrophy	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.32E-16	0.54247	0.065551	8.2756	High_triglycerides	tg_mgdl_ln	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	4.83E-09	1.891	0.27277	34.255	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.0036467	14	7	5	0.10905	-18.675	11.65	-1.6031	MODY_Extended	ldl_mgdl	40	All	t2d_caseonly	pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.076914	0.071142	0.040217	1.7689	Obesity	bmi_ln	40	All	covart2d	all_vus
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	3.71E-07	17.414	3.4249	5.0844	High_HDL	hdl_mgdl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.28626	0.096914	0.090882	1.0664	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2625	0.02819	71	18	11	0.50049	-0.01421	0.02109	-0.67381	MonogenicDM_all	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.28226	0.46788	0.42766	1.1562	Lipodystrophy	high_tg_adj	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.25532	0.97348	0.86987	1.2939	Lipodystrophy	high_tg	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.0020652	17	12	10	0.0023542	-0.40256	0.13231	-3.0426	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.025262	-51.854	23.175	-2.2375	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.0019183	14	11	9	0.0054993	-28.02	10.09	-2.7771	MODY_Extended	ldl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0097205	47	11	7	0.83156	-0.023233	0.10922	-0.21273	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.027593	65	28	15	0.31559	-2.6434	2.6338	-1.0036	MODY_Extended	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	7.10E-53	-0.090375	0.0058955	-15.33	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.028323	71	31	17	0.34776	0.03326	0.03542	0.93902	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	2.22E-15	5.789	0.53604	62.826	Low_LDL	low_ldl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	7.37E-09	1.8621	0.27246	33.434	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	2.37E-49	-53.591	3.6234	-14.79	Low_LDL	ldl_mgdl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2469	0.00040502	11	1	1	0.31273	0.52849	0.5234	1.0097	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.076481	0.65885	0.3673	3.1381	High_triglycerides	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	6447	0.00015511	3	1	1	0.54737	7.8493	13.044	0.60174	Lipodystrophy	hdl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	38566	0.00080382	1	1	0	0.74244	0.22501	0.67541	0.10799	Lipodystrophy	t2d	40	All		all_vus
multichrs	0	0	multichrs:0-0_MODY	2342	0.0038429	14	7	5	0.0021297	12.979	4.221	3.075	MODY	hdl_mgdl	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	5.52E-58	-51.84	3.2237	-16.081	Low_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6447	0.0020164	14	11	9	0.014113	8.8874	3.62	2.4551	MODY_Extended	hdl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2469	0.00040502	11	1	1	0.31273	0.52849	0.5234	1.0097	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.31271	0.38252	0.37206	1.0192	Lipodystrophy	high_tg	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.0089105	45	10	7	0.18424	-0.1491	0.11226	-1.3282	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	1.09E-08	1.3694	0.23435	32.671	High_LDL	high_ldl_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	6777	0.00014756	3	1	1	0.7407	12.632	38.169	0.33094	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.027147	71	18	11	0.82412	1.1052	4.9719	0.22228	MonogenicDM_all	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2469	0.00081004	1	1	0	0.0010769	1.2283	0.37522	3.2735	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6447	0.0021716	17	12	10	0.0076309	9.1506	3.4287	2.6688	MonogenicDM_all	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	1.12E-13	4.8899	0.43196	55.148	Low_LDL	low_ldl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.027585	65	28	15	0.40594	0.029797	0.035852	0.83111	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.25204	0.43843	0.37422	1.3119	Lipodystrophy	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	38566	0.025411	65	65	34	0.49941	0.084545	0.12374	0.45619	MODY_Extended	t2d	40	All		non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.028323	71	31	17	0.32247	0.035127	0.035501	0.98947	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2468	0.0012156	6	2	1	0.10904	37.975	23.689	1.6031	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	0.1796	2.7797	1.4546	1.801	Low_LDL	low_ldl	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	6.05E-09	1.3867	0.23284	33.818	High_LDL	high_ldl_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2342	0.0098207	47	11	7	0.72009	-0.95218	2.6569	-0.35838	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.0089105	46	10	7	0.18424	-0.1491	0.11226	-1.3282	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	7148	0.0001399	3	1	1	0.62333	0.088927	0.18105	0.49116	Lipodystrophy	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2342	0.0038429	14	7	5	0.0021256	12.902	4.1949	3.0755	MODY_Extended	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2342	0.0038429	17	7	5	0.0021297	12.979	4.221	3.075	MonogenicDM_all	hdl_mgdl	40	All	t2d_caseonly	pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.44145	0.42457	0.55191	0.59251	Obesity	Obese	40	All	covart2d	non_pathogenic
