#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2625	0.0019048	9	4	3	0.11498	-0.12861	0.08157	-1.5767	MODY	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	2625	0.0019048	29	4	3	0.047067	-0.16197	0.08153	-1.9866	MODY	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	2625	0.0022857	11	3	2	0.035691	-0.15679	0.07461	-2.1015	MODY	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	2625	0.020952	5	4	1	0.25885	0.028077	0.024861	1.1294	MODY	bmi_ln	40	All	t2d_caseonly	non_pathogenic
chr11	116790406	116790946	chr11:116790406-116790946_APOA5	chr11:116790406-116790946	APOA5	36430	0.0010431	4	4	0	2.60E-14	0.59436	0.078003	7.6198	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr8	19939486	19954336	chr8:19939486-19954336_LPL	chr8:19939486-19954336	LPL	36430	0.0004392	6	6	3	0.00076436	0.40474	0.12025	3.3657	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	6447	0.00015511	1	1	1	0.45313	9.6217	12.825	0.75025	Lipodystrophy	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2469	0.0012151	7	2	1	0.66002	0.13292	0.30212	0.43994	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	2469	0.0012151	23	3	3	0.27468	-0.33016	0.30218	-1.0926	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	2469	0.0024301	9	3	2	0.89717	-0.027691	0.21424	-0.12925	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	2469	0.0040502	2	2	1	0.13814	-0.24728	0.16672	-1.4833	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
chr2	21040937	21040937	chr2:21040937-21040937_APOB	chr2:21040937-21040937	APOB	36419	2.75E-05	1	1	1	0.012738	-81.649	32.776	-2.4911	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	non_pathogenic
chr1	55052648	55061557	chr1:55052648-55061557_PCSK9	chr1:55052648-55061557	PCSK9	36419	0.0010434	2	2	1	2.07E-09	-31.872	5.3178	-5.9934	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6447	0.0017062	7	5	1	0.50267	2.5931	3.8684	0.67033	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	6447	0.001396	23	8	7	0.41306	-3.5046	4.2813	-0.81857	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	6447	0.0023267	9	5	3	0.12321	-5.1117	3.3158	-1.5416	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	6447	0.0037227	2	2	0	0.33323	2.3926	2.4725	0.9677	MODY	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	7148	0.0018187	9	7	3	0.66168	-0.021984	0.050236	-0.43762	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	7148	0.0019586	29	12	10	0.39406	-0.041307	0.048464	-0.85233	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	7148	0.0022384	11	5	3	0.28862	-0.048096	0.045321	-1.0612	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	7148	0.021684	5	4	0	0.56996	0.0082723	0.01456	0.56814	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_LPL	chr8:19954222-19955874	LPL	36430	0.00096075	2	2	1	0.016711	0.87726	0.35802	5.7265	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6779	0.0019177	9	7	3	0.43235	-0.10787	0.13737	-0.78523	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	6779	0.0019177	29	11	9	0.20163	-0.17558	0.13749	-1.277	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	6779	0.0023602	11	5	3	0.97636	-0.0036737	0.12395	-0.029638	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	6779	0.00044254	1	1	0	0.46014	0.21111	0.2858	0.73865	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	6779	0.021242	5	4	0	0.13923	0.061008	0.041254	1.4788	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6777	0.0019183	9	7	3	0.71737	-3.6523	10.09	-0.36199	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	6777	0.0019183	29	11	9	0.17468	-13.71	10.1	-1.3575	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	6777	0.0023609	11	5	3	0.22251	-11.105	9.1027	-1.22	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	6777	0.00044267	1	1	0	0.43405	-16.421	20.99	-0.78233	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_LMNA	chr1:156126910-156139769	LMNA	6777	0.00073779	6	3	2	0.98752	0.25461	16.276	0.015643	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	6777	0.021248	5	4	0	0.90472	-0.36287	3.0313	-0.11971	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
chr19	11100237	11131285	chr19:11100237-11131285_LDLR	chr19:11100237-11131285	LDLR	36419	0.14119	47	47	22	0.12939	0.088351	0.057587	2.2998	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr1	55052701	55058549	chr1:55052701-55058549_PCSK9	chr1:55052701-55058549	PCSK9	36419	0.0031852	3	2	0	0.17171	-0.60052	0.48431	1.8679	High_LDL	high_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	38566	0.0002593	8	8	6	1.36E-09	4.8854	1.5296	36.732	MODY	t2d_with_pre	40	All		pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	38566	0.00012965	5	5	5	0.06124	1.6185	0.93489	3.5035	MODY	t2d_with_pre	40	All		pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	38566	2.59E-05	1	1	1	0.51518	1.1872	2.3101	0.42354	MODY	t2d_with_pre	40	All		pathogenic
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2469	0.0020251	9	4	3	0.83069	-0.050795	0.23754	-0.21384	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	2469	0.0020251	29	4	3	0.099512	-0.39113	0.23736	-1.6478	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	2469	0.0024301	11	3	2	0.95504	-0.012258	0.21739	-0.056386	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	2469	0.019441	5	4	1	0.3076	0.079012	0.077426	1.0205	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic
chr11	17404552	17412716	chr11:17404552-17412716_ABCC8	chr11:17404552-17412716	ABCC8	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr11	17387532	17387532	"chr11:17387532-17387532_ABCC8,KCNJ11"	chr11:17387532-17387532	"ABCC8,KCNJ11"	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr11	2159810	2159810	chr11:2159810-2159810_INS	chr11:2159810-2159810	INS	2468	0.00040519	1	1	1	0.8603	7.3235	41.608	0.17601	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr11	17387211	17387211	chr11:17387211-17387211_KCNJ11	chr11:17387211-17387211	KCNJ11	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr11	116790235	116790235	chr11:116790235-116790235_APOA5	chr11:116790235-116790235	APOA5	36430	2.75E-05	1	1	1	0.13463	2.2186	2.3098	2.2383	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	non_pathogenic
chr8	19954222	19962213	chr8:19954222-19962213_LPL	chr8:19954222-19962213	LPL	36430	0.19292	3	3	1	0	-0.37274	0.032777	137.6	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	non_pathogenic
chr19	11100237	11129602	chr19:11100237-11129602_LDLR	chr19:11100237-11129602	LDLR	36419	0.0035146	32	32	17	0.002562	8.541	2.8318	3.0161	High_LDL	ldl_mgdl	40	All	covart2d	all_vus
chr1	55052701	55058549	chr1:55052701-55058549_PCSK9	chr1:55052701-55058549	PCSK9	36419	0.0031852	3	2	0	4.18E-07	-15.225	3.0081	-5.0615	High_LDL	ldl_mgdl	40	All	covart2d	all_vus
chr2	21005653	21038086	chr2:21005653-21038086_APOB	chr2:21005653-21038086	APOB	36419	0.001318	24	23	13	6.68E-48	-74.507	5.1165	-14.562	Low_LDL	ldl_mgdl_adj	40	All	covart2d	pathogenic
chr1	55039870	55061473	chr1:55039870-55061473_PCSK9	chr1:55039870-55061473	PCSK9	36419	0.0011807	16	16	10	2.70E-11	-36.105	5.418	-6.6639	Low_LDL	ldl_mgdl_adj	40	All	covart2d	pathogenic
chr11	17404552	17404552	chr11:17404552-17404552_ABCC8	chr11:17404552-17404552	ABCC8	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	6447	0.0017062	7	5	1	0.50267	2.5931	3.8684	0.67033	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr12	120978797	120999604	chr12:120978797-120999604_HNF1A	chr12:120978797-120999604	HNF1A	6447	0.001396	23	8	7	0.41306	-3.5046	4.2813	-0.81857	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr17	37731634	37744785	chr17:37731634-37744785_HNF1B	chr17:37731634-37744785	HNF1B	NA	NA	4	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr20	44413714	44424123	chr20:44413714-44424123_HNF4A	chr20:44413714-44424123	HNF4A	6447	0.0023267	9	5	3	0.12321	-5.1117	3.3158	-1.5416	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr13	27920190	27920235	chr13:27920190-27920235_PDX1	chr13:27920190-27920235	PDX1	6447	0.0037227	2	2	0	0.33323	2.3926	2.4725	0.9677	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	38566	0.0012705	9	9	3	0.26071	0.54956	0.46088	1.265	MODY	t2d	40	All		non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	38566	0.0018151	29	29	18	0.77846	0.12812	0.45068	0.079144	MODY	t2d	40	All		non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	38566	0.00038894	6	6	3	0.47808	-0.88572	1.4924	0.50325	MODY	t2d	40	All		non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	38566	0.0016595	11	11	6	0.31107	0.44861	0.42175	1.0261	MODY	t2d	40	All		non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	38566	0.020095	5	5	1	0.71024	0.052883	0.14133	0.13803	MODY	t2d	40	All		non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	36430	0.00079605	1	1	0	0.28626	0.096914	0.090882	1.0664	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d_with_pre	all_vus
chr7	44145148	44153306	chr7:44145148-44153306_GCK	chr7:44145148-44153306	GCK	2469	0.0020251	9	4	3	0.88922	0.032627	0.23421	0.1393	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr12	120978797	121001097	chr12:120978797-121001097_HNF1A	chr12:120978797-121001097	HNF1A	2469	0.0020251	29	4	3	0.076026	-0.41504	0.23383	-1.775	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr17	37705017	37744785	chr17:37705017-37744785_HNF1B	chr17:37705017-37744785	HNF1B	NA	NA	6	0	0	NA	NA	NA	NA	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr20	44413714	44424370	chr20:44413714-44424370_HNF4A	chr20:44413714-44424370	HNF4A	2469	0.0024301	11	3	2	0.88376	-0.031316	0.21417	-0.14622	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr13	27920190	27924574	chr13:27920190-27924574_PDX1	chr13:27920190-27924574	PDX1	2469	0.019441	5	4	1	0.42766	0.06054	0.076311	0.79333	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr2	21006288	21006289	chr2:21006288-21006289_APOB	chr2:21006288-21006289	APOB	36419	0.00074137	2	2	1	0.00020932	1.8998	0.44341	13.746	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	pathogenic
chr19	11100272	11120442	chr19:11100272-11120442_LDLR	chr19:11100272-11120442	LDLR	36419	0.0015651	35	32	19	4.82E-06	1.8517	0.3404	20.906	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	2468	0.0028363	8	5	3	0.22582	-14.717	12.148	-1.2115	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	2468	0.00081037	5	2	2	0.11926	-35.407	22.72	-1.5584	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	36430	0.00079605	1	1	0	0.34969	0.4043	0.42671	0.87458	Lipodystrophy	high_tg_adj	40	All	covart2d	all_vus
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	2468	0.0028363	8	5	3	0.23022	-18.621	15.516	-1.2001	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	2468	0.00081037	5	2	2	0.086569	-49.747	29.016	-1.7145	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_APOB	chr2:21006629-21006629	APOB	36419	5.49E-05	1	1	0	0.055491	4.8614	1.9841	3.6673	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_LMNA	chr1:156126910-156139769	LMNA	6779	0.00073757	6	3	2	0.31224	0.22952	0.22711	1.0106	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
chr19	11100237	11131285	chr19:11100237-11131285_LDLR	chr19:11100237-11131285	LDLR	36419	0.14119	47	47	22	0.12929	0.08838	0.057587	2.301	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr1	55052701	55058549	chr1:55052701-55058549_PCSK9	chr1:55052701-55058549	PCSK9	36419	0.0031852	3	2	0	0.16427	-0.60998	0.4842	1.9345	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_LMNA	chr1:156137679-156137679	LMNA	36430	0.00079605	1	1	0	0.24681	0.1035	0.089363	1.1582	Lipodystrophy	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
chr16	56961990	56981660	chr16:56961990-56981660_CETP	chr16:56961990-56981660	CETP	34561	0.00066549	13	13	8	8.79E-12	16.265	2.3824	6.8274	High_HDL	hdl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	6779	0.0014751	8	8	6	0.010269	-0.40202	0.15659	-2.5674	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	6779	0.00044254	5	3	3	0.030386	-0.61837	0.28556	-2.1655	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr1	156138749	156138749	chr1:156138749-156138749_LMNA	chr1:156138749-156138749	LMNA	6779	0.00014751	1	1	1	0.62328	0.24315	0.49497	0.49124	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr13	27920320	27920320	chr13:27920320-27920320_PDX1	chr13:27920320-27920320	PDX1	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr3	12416865	12417037	chr3:12416865-12417037_PPARG	chr3:12416865-12417037	PPARG	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr7	44147830	44153381	chr7:44147830-44153381_GCK	chr7:44147830-44153381	GCK	2469	0.0028352	8	5	3	0.015657	-0.48549	0.20074	-2.4185	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
chr12	120989032	120999262	chr12:120989032-120999262_HNF1A	chr12:120989032-120999262	HNF1A	2469	0.00081004	5	2	2	0.13816	-0.55727	0.37573	-1.4832	MODY	tg_mgdl_adj_ln	40	All	t2d_caseonly	pathogenic
